65.6416634, -16.9110474
65.6416243, -16.911366
65.6415836, -16.9117605
65.6414067, -16.911654
65.6408977, -16.9113474
65.6407093, -16.9112418
65.6399345, -16.9107021
65.6398719, -16.9094989
65.6391788, -16.895885
65.6389499, -16.8898573
65.6394219, -16.8739258
65.6394974, -16.8714851
65.639623, -16.8666029
65.6396321, -16.864754
65.6396316, -16.8644223
65.6395358, -16.8524001
65.6392575, -16.8447974
65.6393203, -16.8426028
65.6402593, -16.8380599
65.6428932, -16.8321859
65.6472897, -16.826334
65.6472709, -16.8240166
65.6467101, -16.8216863
65.6443907, -16.8133037
65.6436775, -16.8097378
65.6440855, -16.8062756
65.6443449, -16.8041366
65.6451956, -16.7973581
65.6458502, -16.7917926
65.6463025, -16.783478
65.6474809, -16.7734722
65.64789, -16.7700598
65.6487688, -16.7244443
65.64476, -16.6599773
65.6567726, -16.5823197
65.6599691, -16.5710166
65.6601274, -16.5492165
65.6565071, -16.4665927
65.6550967, -16.4549452
65.6544037, -16.4278517
65.6493959, -16.3789475
65.6514139, -16.3778153
65.652329, -16.3777898
65.7732798, -16.418005
65.7732966, -16.4202842
65.7928529, -16.4424799
65.8026894, -16.4442646
65.8151115, -16.4419889
65.8158523, -16.442787
65.8706686, -16.4871706
65.8708434, -16.4877884
65.8767335, -16.5325466
65.8836948, -16.5671902
65.9096939, -16.5851793
65.9340862, -16.5775755
65.9392324, -16.5711017
65.9756982, -16.5596029
66.0211937, -16.5716797
66.0324362, -16.5244363
66.0329743, -16.5239605
66.0325937, -16.5209962
66.0324489, -16.5198266
66.0324274, -16.5196623
66.0315891, -16.512196
66.0310411, -16.4855659
66.0309795, -16.4821584
66.0309516, -16.4801966
66.0306834, -16.4663635
66.0309948, -16.4508004
66.0311793, -16.4481061
66.0324126, -16.4448455
66.0334092, -16.4429169
66.0344122, -16.4409236
66.0360303, -16.4386153
66.0364683, -16.43839
66.0442412, -16.4392521
66.0457708, -16.4397593
66.0462688, -16.4400517
66.0500189, -16.4431107
66.0520429, -16.443859
66.0676124, -16.4407182
66.0702586, -16.4387309
66.07178, -16.4369554
66.0729301, -16.4357079
66.074037, -16.4346179
66.0741466, -16.4345093
66.075368, -16.4332849
66.0762357, -16.432436
66.0784572, -16.4303423
66.082037, -16.4303479
66.0842978, -16.4310623
66.0915356, -16.4343247
66.095764, -16.4369453
66.1043209, -16.4428896
66.1095412, -16.4398286
66.1102748, -16.4376376
66.110421, -16.4372322
66.1107135, -16.4364519
66.1111986, -16.4356837
66.1117479, -16.4352934
66.1118883, -16.4352653
66.1175053, -16.4360404
66.1317467, -16.4349573
66.1332775, -16.4353587
66.1354204, -16.4354417
66.1377991, -16.435991
66.1414495, -16.4380708
66.1494106, -16.4480782
66.1594785, -16.4650547
66.1622184, -16.4708958
66.1824914, -16.4972058
66.1846325, -16.496402
66.188296, -16.4931314
66.1888948, -16.4925465
66.2095244, -16.4617467
66.2356438, -16.4301198
66.2359362, -16.4298504
66.2370331, -16.4287277
66.2422665, -16.4238806
66.2537764, -16.4188563
66.2618887, -16.4137226
66.2696221, -16.4092336
66.2697215, -16.4092331
66.2705987, -16.4094738
66.2743866, -16.410386
66.2792921, -16.4083573
66.2820463, -16.408122
66.2937703, -16.4287373
66.2952034, -16.4260243
66.2963106, -16.4247636
66.2964758, -16.4246682
66.2969014, -16.4246359
66.2972328, -16.4247884
66.2972984, -16.4248306
66.2979426, -16.4256339
66.2981675, -16.4261054
66.2994972, -16.4317907
66.3015295, -16.4408159
66.3013995, -16.4427373
66.3013593, -16.4433315
66.3013224, -16.4438763
66.3012863, -16.4444459
66.3003833, -16.4440841
66.3001606, -16.4478224
66.3001696, -16.4482424
