59.325654, 18.0711424
59.3257998, 18.0712751
59.3258572, 18.0712306
59.326168, 18.0726074
59.3265144, 18.0740319
59.3266032, 18.0741052
59.3266635, 18.0743164
59.3267243, 18.0745296
59.3266231, 18.0746601
59.3251228, 18.0757779
59.3250267, 18.0757605
59.3249039, 18.0757631
59.3244701, 18.0756444
59.3232988, 18.0752287
59.3227177, 18.0749504
59.3217672, 18.0744558
59.3216539, 18.0744024
59.3204336, 18.0733745
59.3201912, 18.072555
59.3201465, 18.0722886
59.3199474, 18.0706796
59.3198777, 18.0704475
59.3198103, 18.0702496
59.319671, 18.0693114
59.3195809, 18.068617
59.3195277, 18.0682124
59.3195033, 18.0678811
59.319165, 18.0652897
59.3189084, 18.063148
59.3187802, 18.0620483
59.3185167, 18.0599198
59.3181621, 18.0571733
59.3179462, 18.0553402
59.317933, 18.0552292
59.3179205, 18.0551243
59.3178981, 18.0549356
59.3173546, 18.0506613
59.3173335, 18.0505024
59.316836, 18.0464866
59.316398, 18.0431257
59.3161053, 18.040801
59.3156248, 18.0371152
59.3152503, 18.0343229
59.3147668, 18.0344347
59.3143031, 18.033941
59.3142185, 18.0337822
59.3132263, 18.03197
59.3130258, 18.0316038
59.3119294, 18.0295921
59.3113742, 18.0287364
59.3112274, 18.0285387
59.3104354, 18.0274669
59.3101808, 18.0271209
59.3097362, 18.0265306
59.309338, 18.0259963
59.3090862, 18.0256589
59.3088171, 18.0252984
59.3068588, 18.0227016
59.3065801, 18.0224096
59.3044753, 18.0203818
59.3027885, 18.0188873
59.3022301, 18.0182516
59.3017375, 18.0174179
59.2977358, 18.0070191
59.2959562, 18.0042057
59.2947078, 18.0021368
59.2927669, 17.999213
59.2924024, 17.9986655
59.2914452, 17.9969588
59.2906325, 17.9949353
59.2903802, 17.9939802
59.2895727, 17.9904211
59.2888627, 17.9869628
59.2886879, 17.9853588
59.2886614, 17.9833787
59.2887202, 17.9814473
59.2889088, 17.9778376
59.2889409, 17.9756726
59.2889182, 17.9563909
59.2887521, 17.9548824
59.2863467, 17.9434207
59.2857015, 17.9406366
59.2845286, 17.9355731
59.2787884, 17.9189352
59.2765025, 17.9157943
59.2761407, 17.915399
59.2751765, 17.9145418
59.2728825, 17.9135216
59.2710772, 17.9126214
59.2696894, 17.9112536
59.2641362, 17.897216
59.2632477, 17.8947479
59.2615277, 17.8914719
59.2542516, 17.878249
59.254255, 17.8729213
59.2546853, 17.8685765
59.2547489, 17.8663235
59.2540635, 17.8618395
59.2519067, 17.8559076
59.2510935, 17.8537124
59.2459242, 17.8407497
59.2390943, 17.8296945
59.2387857, 17.8272339
59.2383909, 17.8241254
59.2289755, 17.7945117
59.2126057, 17.7637103
59.21243, 17.7596123
59.2122261, 17.7546631
59.2120153, 17.7498478
59.2117601, 17.7457721
59.2029244, 17.674432
59.2019416, 17.6704963
59.1950196, 17.6596145
59.1932844, 17.6582125
59.1872902, 17.6445183
59.1868837, 17.6441103
59.1856962, 17.6433504
59.1852446, 17.6431495
59.1846433, 17.6429106
59.1842023, 17.6427501
59.1821044, 17.6421285
59.1816563, 17.6421567
59.1802613, 17.642771
59.1786797, 17.6449365
59.1780959, 17.6446975
59.1766578, 17.6401879
59.1765778, 17.6395628
59.1764271, 17.6379806
59.1763457, 17.6371139
59.1761947, 17.6342848
59.1761538, 17.6330559
59.176158, 17.628707
59.1781419, 17.6143903
59.1783052, 17.6136031
59.1810083, 17.5971875
59.1810701, 17.596882
59.187283, 17.5624483
59.1873861, 17.5584682
59.1871005, 17.553577
59.1861113, 17.5473312
59.1853725, 17.5285952
59.1865164, 17.5195627
59.1886889, 17.4667645
59.1911288, 17.4512205
59.1938386, 17.4380901
59.19392, 17.4376886
59.2165462, 17.3039867
59.2183378, 17.2972154
59.2234128, 17.2620002
59.2400029, 17.179308
59.2405574, 17.1782824
59.2436705, 17.1726547
59.2441493, 17.1717647
59.2453087, 17.1694871
59.247871, 17.1635834
59.2482511, 17.1625864
59.2492122, 17.1600651
59.2503015, 17.157208
59.2681432, 17.1364466
59.2690674, 17.1348748
59.27573, 17.1194749
59.2762535, 17.1181588
59.2805819, 17.1098922
59.2823016, 17.1078239
59.2993649, 17.088782
59.2997158, 17.088123
59.3300183, 17.0177226
59.3321823, 17.0146794
59.3677674, 16.9537166
59.36856, 16.9467993
59.357784, 16.9143538
59.3568654, 16.9036036
59.3777732, 16.7920752
59.3805493, 16.7770602
59.3805515, 16.7756127
59.3682512, 16.6888969
59.3685683, 16.6807547
59.3701946, 16.6644149
59.3763117, 16.6007874
59.3787602, 16.588673
59.3796498, 16.5833381
59.3838675, 16.5435557
59.3842268, 16.5386287
59.385096, 16.531017
59.3877566, 16.5165849
59.3886001, 16.5060143
59.388622, 16.5034823
59.3889013, 16.4917767
59.3901114, 16.4802253
59.3901444, 16.4800179
59.3919154, 16.4716326
59.3927772, 16.4676839
59.3932035, 16.465488
59.3935518, 16.4634359
59.3970453, 16.4415555
59.3977007, 16.4392595
59.4000015, 16.4333936
59.4001782, 16.4329649
59.4038654, 16.424153
59.4060781, 16.4152699
59.4064711, 16.4080418
59.4064052, 16.406649
59.4065367, 16.3832335
59.407118, 16.3756843
59.4074016, 16.3721678
59.4074436, 16.3716255
59.4047481, 16.3409014
59.4027495, 16.3155384
59.4053149, 16.2877778
59.4053942, 16.2841224
59.4054034, 16.282515
59.4049237, 16.2733535
59.4044247, 16.2676022
59.4044129, 16.267374
59.4058457, 16.251585
59.4058843, 16.2514309
59.4059203, 16.2512901
59.4072409, 16.2464541
59.407329, 16.2461358
59.4075336, 16.2453518
59.4079917, 16.2434983
59.4083019, 16.2421686
59.4134807, 16.2120448
59.4135898, 16.2104258
59.4141451, 16.2020507
59.414699, 16.1939839
59.4148363, 16.192382
59.4150535, 16.1904365
59.4156153, 16.1859512
59.4160996, 16.1821613
59.4161136, 16.1820538
59.418183, 16.1643065
59.4180801, 16.1627284
59.4180397, 16.1621313
59.4179892, 16.161641
59.4131973, 16.1378812
59.4131658, 16.1376625
59.412176, 16.1296071
